,timestamp,value
52611,2009-01-01 02:00:00,6535.05
52612,2009-01-01 02:30:00,6287.88
52613,2009-01-01 03:00:00,6114.88
52614,2009-01-01 03:30:00,5997.31
52615,2009-01-01 04:00:00,5992.67
52616,2009-01-01 04:30:00,5982.61
52617,2009-01-01 05:00:00,5916.82
52618,2009-01-01 05:30:00,5934.37
52619,2009-01-01 06:00:00,6000.91
52620,2009-01-01 06:30:00,6149.65
52621,2009-01-01 07:00:00,6377.8
52622,2009-01-01 07:30:00,6684.26
52623,2009-01-01 08:00:00,6919.82
52624,2009-01-01 08:30:00,7250.55
52625,2009-01-01 09:00:00,7513.67
52626,2009-01-01 09:30:00,7740.55
52627,2009-01-01 10:00:00,7985.51
52628,2009-01-01 10:30:00,8113.57
52629,2009-01-01 11:00:00,8297.23
52630,2009-01-01 11:30:00,8437.99
52631,2009-01-01 12:00:00,8543.12
52632,2009-01-01 12:30:00,8657.24
52633,2009-01-01 13:00:00,8734.24
52634,2009-01-01 13:30:00,8877.65
52635,2009-01-01 14:00:00,8975.66
52636,2009-01-01 14:30:00,9077.81
52637,2009-01-01 15:00:00,9146.68
52638,2009-01-01 15:30:00,9223.64
52639,2009-01-01 16:00:00,9300.03
52640,2009-01-01 16:30:00,9363.53
52641,2009-01-01 17:00:00,9428.12
52642,2009-01-01 17:30:00,9376.06
52643,2009-01-01 18:00:00,9346.88
52644,2009-01-01 18:30:00,9158.63
52645,2009-01-01 19:00:00,9019.42
52646,2009-01-01 19:30:00,8959.04
52647,2009-01-01 20:00:00,9016.91
52648,2009-01-01 20:30:00,8849.1
52649,2009-01-01 21:00:00,8545.59
52650,2009-01-01 21:30:00,8392.97
52651,2009-01-01 22:00:00,8073.76
52652,2009-01-01 22:30:00,7993.97
52653,2009-01-01 23:00:00,7743.54
52654,2009-01-01 23:30:00,7511.03
52655,2009-01-02 00:00:00,7297.68
52656,2009-01-02 00:30:00,7054.62
52657,2009-01-02 01:00:00,6823.02
52658,2009-01-02 01:30:00,6490.71
52659,2009-01-02 02:00:00,6248.64
52660,2009-01-02 02:30:00,6082.09
52661,2009-01-02 03:00:00,6014.54
52662,2009-01-02 03:30:00,5972.69
52663,2009-01-02 04:00:00,5954.02
52664,2009-01-02 04:30:00,6027.58
52665,2009-01-02 05:00:00,6143.99
52666,2009-01-02 05:30:00,6357.36
52667,2009-01-02 06:00:00,6621.16
52668,2009-01-02 06:30:00,6876.48
52669,2009-01-02 07:00:00,7240.46
52670,2009-01-02 07:30:00,7595.43
52671,2009-01-02 08:00:00,7926.47
52672,2009-01-02 08:30:00,8285.48
52673,2009-01-02 09:00:00,8436.97
52674,2009-01-02 09:30:00,8595.13
52675,2009-01-02 10:00:00,8651.19
52676,2009-01-02 10:30:00,8662.78
52677,2009-01-02 11:00:00,8716.02
52678,2009-01-02 11:30:00,8756.29
52679,2009-01-02 12:00:00,8716.51
52680,2009-01-02 12:30:00,8679.17
52681,2009-01-02 13:00:00,8630.17
52682,2009-01-02 13:30:00,8546.51
52683,2009-01-02 14:00:00,8516.25
52684,2009-01-02 14:30:00,8443.71
52685,2009-01-02 15:00:00,8364.18
52686,2009-01-02 15:30:00,8326.86
52687,2009-01-02 16:00:00,8322.81
52688,2009-01-02 16:30:00,8320.77
52689,2009-01-02 17:00:00,8352.18
52690,2009-01-02 17:30:00,8188.45
52691,2009-01-02 18:00:00,8133.45
52692,2009-01-02 18:30:00,7996.54
52693,2009-01-02 19:00:00,7911.82
52694,2009-01-02 19:30:00,7956.79
52695,2009-01-02 20:00:00,7928.82
52696,2009-01-02 20:30:00,7801.84
52697,2009-01-02 21:00:00,7582.32
52698,2009-01-02 21:30:00,7688.98
52699,2009-01-02 22:00:00,7635.68
52700,2009-01-02 22:30:00,7717.95
52701,2009-01-02 23:00:00,7666.24
52702,2009-01-02 23:30:00,7502.64
52703,2009-01-03 00:00:00,7333.82
